"B J's Velvet Freez","1511 N Union Blvd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Corey Houger","Owner",,7,456000,"Eating and Drinking Establishm",23,"Eating Places",
"B JS Velvet Freez Drive In","1511 N Union Blvd","Colorado Springs","CO",80909,"El Paso",,2147483647,,"Corey Houger","Owner",,9,70700,"Eating and Drinking Establishm",23,"Eating Places",
"B S Sandwich Shop","1665 Lashelle Way Ste C","Colorado Springs","CO",80906,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Back East Pizza & Subs","4379 Airport Rd","Colorado Springs","CO",80916,"El Paso","male",2147483647,,"Michael Davis","Owner",,7,151500,"Eating and Drinking Establishm",23,"Eating Places",
"Baggadies Cafe","1110 Pike Dr","Colorado Springs","CO",80904,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Bambino's Italian Eatery","2849 E Platte Ave","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195774632,"Kevin Megyeri","Owner","www.bambinos.com",19,792000,"Eating and Drinking Establishm",23,"Eating Places","Megyeri@bambinos.com"
"Bambinos East Pizzeria Inc","2849 E Platte Ave","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Kevin Megyeri","President",,16,576000,"Eating and Drinking Establishm",23,"Eating Places",
"Bamboo Court Restaurant","4935 Centennial Blvd","Colorado Springs","CO",80919,"El Paso","Male",2147483647,,"Pak Lam","President",,9,431200,"Eating and Drinking Establishm",23,"Eating Places",
"Bamboo Court Restaurant Inc","4935 Centennial Blvd G","Colorado Springs","CO",80919,"El Paso",,2147483647,,"Tack Lamb","President",,10,257400,"Eating and Drinking Establishm",23,"Eating Places",
"Bamboo Garden Inc","2520 Brenton Dr","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Bar B-Q By Mike","723 Querida Dr","Colorado Springs","CO",80909,"El Paso","Male",2147483647,,"Mike Cliette","Owner",,2,79200,"Eating and Drinking Establishm",23,"Eating Places",
"Bar Bq By Mike","723 Querida Dr","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Mike Cryer","Owner",,2,52470,"Eating and Drinking Establishm",23,"Eating Places",
"Barb's Bar BQ Inc","1825 Peterson Rd","Colorado Springs","CO",80915,"El Paso","Male",2147483647,,"Barbara Dowling","Owner",,4,164800,"Eating and Drinking Establishm",23,"Eating Places",
"Barista S Coffee Cafe","4120 Cougar Pl","Colorado Springs","CO",80918,"El Paso",,2147483647,,"Mildren Turney","Owner",,2,52470,"Eating and Drinking Establishm",23,"Eating Places",
"Barney's Diner","129 W Las Animas St","Colorado Springs","CO",80903,"El Paso","Female",2147483647,,"Joan Ward","Owner",,5,196000,"Eating and Drinking Establishm",23,"Eating Places",
"Barneys Diner","129 W Las Animas St","Colorado Springs","CO",80903,"El Paso","female",2147483647,,"Joan Ward","Owner",,5,108900,"Eating and Drinking Establishm",23,"Eating Places",
"Barracuda Bob's","13860 Gleneagle Dr","Colorado Springs","CO",80921,"El Paso","Male",2147483647,,"Steve Kautz","Owner",,7,352800,"Eating and Drinking Establishm",23,"Eating Places",
"Baskin-Robbins","1534 N Circle Dr","Colorado Springs","CO",80909,"El Paso","Female",2147483647,,"Sandra Kimball","Owner",,5,237600,"Eating and Drinking Establishm",23,"Eating Places","SParikh@baskinrobbins.com"
"Baskin-Robbins","1690 E Cheyenne Mountain Blvd","Colorado Springs","CO",80906,"El Paso","Male",2147483647,7195763332,"Ismail Sola","Owner",,1,228000,"Eating and Drinking Establishm",23,"Eating Places","SParikh@baskinrobbins.com"
"Baskin-Robbins","1690a E Cheyenne Mountain","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"Doug Zwack","Owner",,6,178200,"Eating and Drinking Establishm",23,"Eating Places","SParikh@baskinrobbins.com"
"Baskin-Robbins","1722 S 8th St","Colorado Springs","CO",80906,"El Paso",,2147483647,,"Ronnie Guest","Owner",,9,154500,"Eating and Drinking Establishm",23,"Eating Places","SParikh@baskinrobbins.com"
"Baskin-Robbins","3865 E Pikes Peak Ave","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Jung Park","Owner",,4,99000,"Eating and Drinking Establishm",23,"Eating Places","SParikh@baskinrobbins.com"
"Baskin-Robbins","4845 N Academy Blvd","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,13,448800,"Eating and Drinking Establishm",23,"Eating Places","SParikh@baskinrobbins.com"
"Baskin-Robbins","4845 N Academy Blvd Ste A","Colorado Springs","CO",80918,"El Paso","male",2147483647,,"Jeffrey Van Horn","Partner",,19,510000,"Eating and Drinking Establishm",23,"Eating Places","SParikh@baskinrobbins.com"
"Baskin-Robbins","6048 Stetson Hills Blvd","Colorado Springs","CO",80922,"El Paso","Female",2147483647,,"Sejal Parikh","Owner",,10,504400,"Eating and Drinking Establishm",23,"Eating Places","SParikh@baskinrobbins.com"
"Bean Bandit","320 N Circle Dr","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Joe Vasquez","President",,11,202000,"Eating and Drinking Establishm",23,"Eating Places",
"Bear Rock Cafe","1645 Briargate Pkwy","Colorado Springs","CO",80920,"El Paso",,2147483647,7195285039,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places","J-Musik@bearrockfoods.com"
"Bear Rock Cafe","1759 Pine Mesa Grv","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places","J-Musik@bearrockfoods.com"
"Bear Rock Cafe","975 N Academy Blvd","Colorado Springs","CO",80909,"El Paso",,2147483647,7195964903,,,"www.bearrockcafe.com",0,0,"Eating and Drinking Establishm",23,"Eating Places","J-Musik@bearrockfoods.com"
"Beas Tex-Mex Tacos To Go","3016 S Academy Blvd","Colorado Springs","CO",80916,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Beau Jos Pizza","2415 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","male",2147483647,,"Larry Surasky","Manager",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Bennett's Bar-B-Que & Steaks","5245 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Female",2147483647,7195282473,"Kim Young","Manager",,64,2496000,"Eating and Drinking Establishm",23,"Eating Places",
"Bennett's Pit Bar-B-Que Ctrng","5248 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Kim Young","Manager",,6,384000,"Eating and Drinking Establishm",23,"Eating Places",
"Bennigan's Grill & Tavern","2540 Tenderfoot Hill St","Colorado Springs","CO",80906,"El Paso","Male",2147483647,7195405052,"John Vingo","Manager","www.bennigans.com",46,1920000,"Eating and Drinking Establishm",23,"Eating Places",
"Bennigan's Grill & Tavern","3502 N Academy Blvd","Colorado Springs","CO",80917,"El Paso","Male",2147483647,7195912090,"John Vingo","Manager","www.bennigans.com",74,2970000,"Eating and Drinking Establishm",23,"Eating Places",
"Bennigans","2540 Tenderfoot Hill St","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"Thomas Skipworth","Manager",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Bennigans","3502 N Academy Blvd","Colorado Springs","CO",80917,"El Paso","male",2147483647,,"Scott McCrary","General Manager",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Bennys Restaurant & Lounge","517 W Colorado Ave","Colorado Springs","CO",80905,"El Paso","male",2147483647,,"Kurt Walsh","President",,2,52470,"Eating and Drinking Establishm",23,"Eating Places",
"Bernie's Cakes & Catering","303 N Weber St","Colorado Springs","CO",80903,"El Paso","Male",2147483647,7194422389,"Bernie Byers","Owner",,5,198000,"Eating and Drinking Establishm",23,"Eating Places",
"Bernies Cakes & Catering","302 E Platte Ave","Colorado Springs","CO",80903,"El Paso","female",2147483647,,"Marjorie Byers","Owner",,5,126100,"Eating and Drinking Establishm",23,"Eating Places",
"Betty Boops Cafe","P.O. BOX 10098","Colorado Springs","CO",80932,"El Paso","female",2147483647,,"Betty Fisher","Owner",,1,24500,"Eating and Drinking Establishm",23,"Eating Places",
"Beyond Juice","6946 N Academy Blvd","Colorado Springs","CO",80918,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Bhan Thai","1025 N Academy Blvd","Colorado Springs","CO",80909,"El Paso",,2147483647,,"Piyada Cseilchantheng","President",,3,76630,"Eating and Drinking Establishm",23,"Eating Places",
"Biaggis Ristorante Italiano","1805 Briargate Pkwy","Colorado Springs","CO",80920,"El Paso","male",2147483647,7192629502,"Chris Condie","Manager",,46,1056000,"Eating and Drinking Establishm",23,"Eating Places",
"Bickers Academy","5613 N Academy Blvd","Colorado Springs","CO",80918,"El Paso","Female",2147483647,,"Jenny Dibelko","Owner","www.subway.com",12,408000,"Eating and Drinking Establishm",23,"Eating Places","zacdcoffeen@yahoo.comm"
"Big Boy Restaurant","550 S Academy Blvd","Colorado Springs","CO",80910,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Big Train","3050 N Nevada Ave","Colorado Springs","CO",80907,"El Paso","female",2147483647,,"Reva Smith","President",,19,435600,"Eating and Drinking Establishm",23,"Eating Places","Smith@bigtrain.com"
"Bigari Food Enterprises Inc","3201 E Platte Ave","Colorado Springs","CO",80909,"El Paso","female",2147483647,,"Roxanne Mecheri","General Manager",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Bignell Enterprises","420 N Nevada Ave","Colorado Springs","CO",80903,"El Paso","male",2147483647,,"Aaron Bignell","Owner",,2,53530,"Eating and Drinking Establishm",23,"Eating Places",
"Bijou 314 Restaurant","314 W Bijou St","Colorado Springs","CO",80905,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Billy's Old World Pizza","308 S 8th St # E","Colorado Springs","CO",80905,"El Paso","Male",2147483647,,"Jim Hendershott","Owner",,9,285600,"Eating and Drinking Establishm",23,"Eating Places",
"Billys Old World Pizza","308 S 8th St Ste E","Colorado Springs","CO",80905,"El Paso","male",2147483647,,"William Treslo","President",,9,313500,"Eating and Drinking Establishm",23,"Eating Places",
"Bird Dog Bbq","5984 Stetson Hills Blvd","Colorado Springs","CO",80922,"El Paso",,2147483647,,,,,7,388000,"Eating and Drinking Establishm",23,"Eating Places",
"Black Angus Restaurant","3330 N Academy Blvd","Colorado Springs","CO",80917,"El Paso","Male",2147483647,7195735039,"Mike Tefft","Manager",,73,2884000,"Eating and Drinking Establishm",23,"Eating Places",
"Black Bear Coffee & Tea Lodge","6550 S Academy Blvd","Colorado Springs","CO",80906,"El Paso",,2147483647,,"Chris Forseth",,,16,465300,"Eating and Drinking Establishm",23,"Eating Places",
"Black Eyed Pea Restaurant","501 Garden Of The Gods Rd","Colorado Springs","CO",80907,"El Paso","Male",2147483647,7195488397,"Don Behrman","Manager",,87,3492000,"Eating and Drinking Establishm",23,"Eating Places",
"Black Eyed Pea Restaurant","887 N Academy Blvd","Colorado Springs","CO",80909,"El Paso","Male",2147483647,7195963210,"Ken Kirkendale","Manager",,84,3328000,"Eating and Drinking Establishm",23,"Eating Places",
"Black Fordst Vending & Snack","8555 Kirk Dr","Colorado Springs","CO",80908,"El Paso",,2147483647,,"Jurt Schneider","Principal",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Black Forest Inn","6750 Shoup Rd","Colorado Springs","CO",80908,"El Paso","male",2147483647,,"Dan King","President",,28,597400,"Eating and Drinking Establishm",23,"Eating Places",
"Black Jack Pizza","1426 Kelly Johnson Blvd","Colorado Springs","CO",80920,"El Paso","Male",2147483647,7192622974,"Robert Thompson","Owner","www.blackjackpizza.com",16,606000,"Eating and Drinking Establishm",23,"Eating Places","Thompson.Robert@blackjackpizza.com"
"Black Jack Pizza","1915 W Uintah St","Colorado Springs","CO",80904,"El Paso","Male",2147483647,7196331796,"Matt Schmoll","Manager","www.blackjackpizza.com",9,396000,"Eating and Drinking Establishm",23,"Eating Places","Thompson.Robert@blackjackpizza.com"
"Black Kettle Coffee","11590 Black Forest Rd # 50","Colorado Springs","CO",80908,"El Paso","Male",2147483647,,"Greg Rollings","Owner",,5,196000,"Eating and Drinking Establishm",23,"Eating Places",
"Black Tower Ice Cream","2509 JAY PL","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Jon Cobb","Principal",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Black-Eyed Pea Restaurant","501 Garden of The Gods Rd","Colorado Springs","CO",80907,"El Paso",,2147483647,,,,,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Black-Eyed Pea Restaurant","887 N Academy Blvd","Colorado Springs","CO",80909,"El Paso","male",2147483647,,"Tim Kirkendal","Manager",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Blackjack Pizza","1426 Kelly Johnson Blvd","Colorado Springs","CO",80920,"El Paso","male",2147483647,,"Robert Thompson","President",,15,437000,"Eating and Drinking Establishm",23,"Eating Places",
"Blackjack Pizza","1915 W Uintah St","Colorado Springs","CO",80904,"El Paso","male",2147483647,,"Matt Schmoll","President",,16,505000,"Eating and Drinking Establishm",23,"Eating Places",
"Blue Star","1645 S Tejon St","Colorado Springs","CO",80906,"El Paso","Male",2147483647,7196326284,"Joseph Coleman","Owner","www.thebluestar.net",39,1584000,"Eating and Drinking Establishm",23,"Eating Places","nicole@thebluestar.net"
"Blue Star The","1645 S Tejon St","Colorado Springs","CO",80906,"El Paso","male",2147483647,,"Joseph Coleman","President",,47,1020000,"Eating and Drinking Establishm",23,"Eating Places",
"Blue Willow","1245 Big Valley Dr","Colorado Springs","CO",80919,"El Paso","female",2147483647,,"Diane Holmes","Principal",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Bon Appetit Management Company","1900 Garden of The Gods R","Colorado Springs","CO",80907,"El Paso","male",2147483647,,"Chris Forte","General Manager",,0,0,"Eating and Drinking Establishm",23,"Eating Places",
"Bon Ton's Cafe","2601 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","Female",2147483647,,"Catherine Barbo","Owner",,3,304000,"Eating and Drinking Establishm",23,"Eating Places",
"Bon Tons Cafe","2601 W Colorado Ave","Colorado Springs","CO",80904,"El Paso","female",2147483647,,"Catherine Barbo","President",,23,153000,"Eating and Drinking Establishm",23,"Eating Places",
